,origin,exchange
4,Vポイント（ANA VISA（マスター）カード）,dポイント
5,Vポイント（ANA VISA（マスター）カード）,楽天Edy
6,Vポイント（ANA VISA（マスター）カード）,ビックカメラ
7,Vポイント（ANA VISA（マスター）カード）,上新電機
8,Vポイント（ANA VISA（マスター）カード）,ベルメゾン
9,Vポイント（ANA VISA（マスター）カード）,PiTaPa
10,Vポイント（ANA VISA（マスター）カード）,ヨドバシカメラ
11,Vポイント（ANA VISA（マスター）カード）,iDバリュー
12,Vポイント（ANA VISA（マスター）カード）,カエトクカード
13,Vポイント（ANA VISA（マスター）カード）,WAONポイント
14,Vポイント（ANA VISA（マスター）カード）,nanacoポイント
15,Vポイント（ANA VISA（マスター）カード）,スターバックス カード
16,Vポイント（ANA VISA（マスター）カード）,Ponta
17,Vポイント（ANA VISA（マスター）カード）,タリーズカード
18,Vポイント（ANA VISA（マスター）カード）,PeX
19,Vポイント（ANA VISA（マスター）カード）,中部電力
20,Vポイント（ANA VISA（マスター）カード）,RealPay（旧PointExchange）
21,Vポイント（ANA VISA（マスター）カード）,ブリティッシュ・エアウェイズ
22,Vポイント（ANA VISA（マスター）カード）,エールフランス航空/KLMオランダ航空
23,Vポイント（ANA VISA（マスター）カード）,Amazonギフト券
24,Vポイント（ANA VISA（マスター）カード）,Apple Gift Card
0,ECナビポイント,PeX
1,ECナビポイント,Apple Gift Card
2,ECナビポイント,Amazonギフト券
0,ポケット・ポイント,JAL
1,ポケット・ポイント,Gポイント
2,ポケット・ポイント,dポイント
3,ポケット・ポイント,現金（楽天銀行）
4,ポケット・ポイント,現金（PayPay銀行）
5,ポケット・ポイント,ベルメゾン
6,ポケット・ポイント,auポイント
7,ポケット・ポイント,Tポイント
8,ポケット・ポイント,Ponta
0,ポイントオン,None
0,リアルワールド（旧ライフマイル）,楽天
1,リアルワールド（旧ライフマイル）,PeX
2,リアルワールド（旧ライフマイル）,ANA
3,リアルワールド（旧ライフマイル）,RealPay（旧PointExchange）
4,リアルワールド（旧ライフマイル）,.money
0,Uポイントプラスプログラム,JAL
1,Uポイントプラスプログラム,ユニコ
0,グリーンスタンプギフト券,JAL
1,グリーンスタンプギフト券,楽天Edy
2,グリーンスタンプギフト券,マイ・グリーンスタンプ
3,グリーンスタンプギフト券,WebMoney
4,グリーンスタンプギフト券,Gポイント
5,グリーンスタンプギフト券,PiTaPa
6,グリーンスタンプギフト券,Amazonギフト券
7,グリーンスタンプギフト券,Apple Gift Card
0,ソフマップポイント,ビックカメラ
0,ブルーチップギフト券,ANA
1,ブルーチップギフト券,楽天
2,ブルーチップギフト券,Tポイント
3,ブルーチップギフト券,Amazonギフト券
4,ブルーチップギフト券,Apple Gift Card
0,livedoorポイント,None
0,ビッダーズポイント,None
0,ソフトバンクポイントプログラム,None
0,ショッピングサーチ.jpポイント,None
0,ワラウポイント,現金（楽天銀行）
1,ワラウポイント,楽天Edy
2,ワラウポイント,現金（PayPay銀行）
3,ワラウポイント,WebMoney
4,ワラウポイント,PeX
5,ワラウポイント,nanaco
6,ワラウポイント,RealPay（旧PointExchange）
7,ワラウポイント,現金（住信SBIネット銀行）
8,ワラウポイント,Amazonギフト券
9,ワラウポイント,Apple Gift Card
10,ワラウポイント,Tポイント
11,ワラウポイント,.money
12,ワラウポイント,dポイント
0,WebMoney,None
0,小田急ポイントカード,JAL
0,ICOCA,None
0,J-WESTポイント,ICOCA
0,京王グループ共通ポイント,None
0,えきねっとポイント,ビューカード
1,えきねっとポイント,Suica
2,えきねっとポイント,Suicaポイント
0,エポスポイント,ANA
1,エポスポイント,dポイント
2,エポスポイント,auポイント
3,エポスポイント,ノジマ
4,エポスポイント,ANA SKYコイン
5,エポスポイント,Apple Gift Card
6,エポスポイント,JAL
7,エポスポイント,スターバックス カード
8,エポスポイント,Ponta
9,エポスポイント,JRキューポ
0,タイムズポイント,JAL
1,タイムズポイント,OSAKA PiTaPa
2,タイムズポイント,J-WESTカード
0,デポ・マイレージ,JAL
0,PASMO,None
0,メトロポイント,PASMO
1,メトロポイント,ANA
2,メトロポイント,楽天
3,メトロポイント,nanacoポイント
0,クレジット積立,None
0,ポイントプラス,JAL
1,ポイントプラス,auポイント
2,ポイントプラス,Suica
3,ポイントプラス,ANA
4,ポイントプラス,Ponta
0,The Cheque,None
0,リーフポイントプレゼント,None
0,PeX,楽天Edy
1,PeX,WebMoney
2,PeX,現金（楽天銀行）
3,PeX,現金（PayPay銀行）
4,PeX,セシール
5,PeX,Amazonギフト券
6,PeX,ANA
7,PeX,ベルメゾン
8,PeX,WAONポイント
9,PeX,ヤマダ電機
10,PeX,現金（住信SBIネット銀行）
11,PeX,nimocaポイント
12,PeX,ちょコムポイント
13,PeX,JAL
14,PeX,nanacoポイント
15,PeX,ANA SKYコイン
16,PeX,Tポイント
17,PeX,リクルート
18,PeX,スターフライヤー
19,PeX,BitCash
20,PeX,LINEポイント
21,PeX,三井住友カード
22,PeX,ANA VISA（マスター）カード（ボーナス）
23,PeX,Ponta
24,PeX,楽天
25,PeX,dポイント
0,空丸ポイント,None
0,nanaco,None
0,nanacoポイント,nanaco
1,nanacoポイント,ANA
2,nanacoポイント,ANA SKYコイン
0,WAON,None
0,電子マネーWAONポイント,WAON
0,Suicaポイント,Suica
0,KIPSポイント,JAL
0,AOYAMAポイント,J-WESTカード
1,AOYAMAポイント,PiTaPa
0,ちょコムeマネー,Amazonギフト券
1,ちょコムeマネー,WebMoney
2,ちょコムeマネー,nanaco
3,ちょコムeマネー,楽天Edy
4,ちょコムeマネー,NET CASH
5,ちょコムeマネー,BitCash
0,Amazonポイント,None
0,TEPOREポイント,None
0,ちょコムポイント,JAL
1,ちょコムポイント,ちょコムeマネー
2,ちょコムポイント,WAONポイント
3,ちょコムポイント,PeX
0,JPバンクカードポイント,ANA
1,JPバンクカードポイント,auポイント
2,JPバンクカードポイント,楽天Edy
3,JPバンクカードポイント,Tポイント
4,JPバンクカードポイント,dポイント
5,JPバンクカードポイント,PiTaPa
6,JPバンクカードポイント,ビックカメラ
7,JPバンクカードポイント,楽天
8,JPバンクカードポイント,Ponta
0,ポイントモンキー,現金（楽天銀行）
1,ポイントモンキー,現金（PayPay銀行）
2,ポイントモンキー,楽天Edy
3,ポイントモンキー,PeX
4,ポイントモンキー,WebMoney
5,ポイントモンキー,nanaco
6,ポイントモンキー,RealPay（旧PointExchange）
7,ポイントモンキー,Amazonギフト券
8,ポイントモンキー,Apple Gift Card
0,ダイエーハートポイント,None
0,ショッピングポイント,None
0,SBIポイント,現金（楽天銀行）
1,SBIポイント,現金（PayPay銀行）
2,SBIポイント,PeX
3,SBIポイント,ANA
4,SBIポイント,JAL
5,SBIポイント,現金（住信SBIネット銀行）
6,SBIポイント,nanacoポイント
7,SBIポイント,Tポイント
0,京成グループポイント,PASMO
1,京成グループポイント,楽天
2,京成グループポイント,ANA
0,HMVメンバーズ ポイント,None
0,グローバルポイント,JAL
1,グローバルポイント,ユナイテッド航空
2,グローバルポイント,楽天
3,グローバルポイント,ビックカメラ
4,グローバルポイント,ベルメゾン
5,グローバルポイント,dポイント
6,グローバルポイント,auポイント
7,グローバルポイント,シンガポール航空
8,グローバルポイント,大韓航空
9,グローバルポイント,大垣共立銀行
10,グローバルポイント,Tポイント
11,グローバルポイント,Amazonギフト券
12,グローバルポイント,Apple Gift Card
13,グローバルポイント,nanacoポイント
14,グローバルポイント,Ponta
15,グローバルポイント,WAONポイント
0,漢方スタイルクラブポイント,ANA
0,ドリームポイント,現金（楽天銀行）
1,ドリームポイント,Amazonギフト券
2,ドリームポイント,ポイントタウン
3,ドリームポイント,.money
0,OSAKA PiTaPaポイント,PiTaPa
0,ポイントプログラム,JAL
1,ポイントプログラム,Tポイント
2,ポイントプログラム,ANA
0,カエトクカード,None
0,お財布コイン,None
0,キューモニター,現金（PayPay銀行）
1,キューモニター,現金（楽天銀行）
2,キューモニター,楽天
3,キューモニター,Gポイント
4,キューモニター,PeX
5,キューモニター,Amazonギフト券
6,キューモニター,Tポイント
7,キューモニター,nanacoポイント
8,キューモニター,Apple Gift Card
9,キューモニター,dポイント
0,フレッツ光メンバーズクラブ,Apple Gift Card
0,ハピタス,PeX
1,ハピタス,ネットマイル
2,ハピタス,楽天Edy
3,ハピタス,nanaco
4,ハピタス,ちょコムポイント
5,ハピタス,Amazonギフト券
6,ハピタス,WebMoney
7,ハピタス,現金（楽天銀行）
8,ハピタス,現金（PayPay銀行）
9,ハピタス,現金（住信SBIネット銀行）
10,ハピタス,Apple Gift Card
11,ハピタス,BitCash
12,ハピタス,.money
13,ハピタス,楽天
14,ハピタス,Gポイント
15,ハピタス,dポイント
16,ハピタス,JAL
17,ハピタス,Tポイント
0,RealPay（旧PointExchange）,現金（PayPay銀行）
1,RealPay（旧PointExchange）,現金（楽天銀行）
2,RealPay（旧PointExchange）,ベルメゾン
3,RealPay（旧PointExchange）,nanaco
4,RealPay（旧PointExchange）,ちょコムポイント
5,RealPay（旧PointExchange）,楽天Edy
6,RealPay（旧PointExchange）,WebMoney
7,RealPay（旧PointExchange）,Amazonギフト券
8,RealPay（旧PointExchange）,現金（住信SBIネット銀行）
9,RealPay（旧PointExchange）,Apple Gift Card
10,RealPay（旧PointExchange）,Tポイント
11,RealPay（旧PointExchange）,BitCash
12,RealPay（旧PointExchange）,三井住友カード
13,RealPay（旧PointExchange）,ANA VISA（マスター）カード（ボーナス）
14,RealPay（旧PointExchange）,LINEポイント
0,げん玉,RealPay（旧PointExchange）
1,げん玉,JAL
2,げん玉,PeX
0,現金,None
0,アップルポイント,ANA
1,アップルポイント,ネットマイル
2,アップルポイント,JAL
3,アップルポイント,楽天
4,アップルポイント,Tポイント
5,アップルポイント,Apple Gift Card
0,TRUST CLUB リワードポイント,Amazonギフト券
1,TRUST CLUB リワードポイント,楽天
2,TRUST CLUB リワードポイント,スターバックス カード
3,TRUST CLUB リワードポイント,WebMoney
4,TRUST CLUB リワードポイント,Apple Gift Card
5,TRUST CLUB リワードポイント,Tポイント
0,nimoca,None
0,nimocaポイント,nimoca
1,nimocaポイント,JAL
0,manaca,None
0,μstarポイントサービス,manaca
1,μstarポイントサービス,ANA
0,コナカポイント,None
0,CNポイント,dポイント
1,CNポイント,Tポイント
2,CNポイント,nanacoポイント
3,CNポイント,楽天
4,CNポイント,ヤマダ電機
5,CNポイント,WAONポイント
6,CNポイント,JAL
7,CNポイント,.money
8,CNポイント,Amazonギフト券
9,CNポイント,Apple Gift Card
10,CNポイント,NET CASH
0,ポイントタウン,WAONポイント
1,ポイントタウン,WebMoney
2,ポイントタウン,PeX
3,ポイントタウン,nanaco
4,ポイントタウン,Amazonギフト券
5,ポイントタウン,GMOポイント
6,ポイントタウン,楽天Edy
7,ポイントタウン,Apple Gift Card
8,ポイントタウン,現金（楽天銀行）
9,ポイントタウン,Tポイント
10,ポイントタウン,現金（PayPay銀行）
11,ポイントタウン,ANA
12,ポイントタウン,現金（住信SBIネット銀行）
13,ポイントタウン,JAL
14,ポイントタウン,LINEポイント
15,ポイントタウン,楽天
16,ポイントタウン,リクルート
17,ポイントタウン,Ponta
18,ポイントタウン,.money
0,GMOポイント,None
0,iDバリュー,None
0,Switch!ポイント,None
0,ポトラ,ベルメゾン
1,ポトラ,ちょコムポイント
2,ポトラ,Tポイント
3,ポトラ,現金（PayPay銀行）
4,ポトラ,現金（楽天銀行）
5,ポトラ,現金（住信SBIネット銀行）
6,ポトラ,Amazonギフト券
7,ポトラ,dポイント
8,ポトラ,nanaco
9,ポトラ,Apple Gift Card
0,ミレニアム／クラブ・オンポイント,nanacoポイント
0,ALL - Accor Live Limitless,キャセイパシフィック航空
1,ALL - Accor Live Limitless,デルタ航空
2,ALL - Accor Live Limitless,シンガポール航空
3,ALL - Accor Live Limitless,タイ国際航空
4,ALL - Accor Live Limitless,エールフランス航空/KLMオランダ航空
5,ALL - Accor Live Limitless,エアチャイナ
6,ALL - Accor Live Limitless,中国東方航空
7,ALL - Accor Live Limitless,中国南方航空
8,ALL - Accor Live Limitless,ルフトハンザ
9,ALL - Accor Live Limitless,カンタス航空
10,ALL - Accor Live Limitless,ブリティッシュ・エアウェイズ
11,ALL - Accor Live Limitless,エティハド航空
12,ALL - Accor Live Limitless,JAL
0,ベストウェスタン リワードポイント,アシアナ航空
1,ベストウェスタン リワードポイント,アメリカン航空
2,ベストウェスタン リワードポイント,デルタ航空
0,GetMoney!,現金（PayPay銀行）
1,GetMoney!,現金（楽天銀行）
2,GetMoney!,PeX
3,GetMoney!,ネットマイル
4,GetMoney!,現金（住信SBIネット銀行）
5,GetMoney!,Amazonギフト券
6,GetMoney!,Apple Gift Card
7,GetMoney!,.money
8,GetMoney!,Gポイント
0,マリオット リワード,デルタ航空
1,マリオット リワード,ユナイテッド航空
2,マリオット リワード,ヴァージン アトランティック航空
3,マリオット リワード,ANA
4,マリオット リワード,キャセイパシフィック航空
5,マリオット リワード,JAL
6,マリオット リワード,シンガポール航空
7,マリオット リワード,エールフランス航空/KLMオランダ航空
8,マリオット リワード,エアチャイナ
9,マリオット リワード,カンタス航空
10,マリオット リワード,ルフトハンザ
11,マリオット リワード,ブリティッシュ・エアウェイズ
12,マリオット リワード,カタール航空
13,マリオット リワード,エティハド航空
14,マリオット リワード,エミレーツ航空
15,マリオット リワード,スターウッド
0,フライング・ブルー,None
0,埼玉りそなクラブポイント,セブンカード／アイワイカード
1,埼玉りそなクラブポイント,dポイント
2,埼玉りそなクラブポイント,Tポイント
3,埼玉りそなクラブポイント,上新電機
4,埼玉りそなクラブポイント,高島屋
5,埼玉りそなクラブポイント,JAL
6,埼玉りそなクラブポイント,ヨドバシカメラ
7,埼玉りそなクラブポイント,楽天
8,埼玉りそなクラブポイント,auポイント
9,埼玉りそなクラブポイント,WAONポイント
10,埼玉りそなクラブポイント,nanacoポイント
11,埼玉りそなクラブポイント,楽天Edy
12,埼玉りそなクラブポイント,ANA
13,埼玉りそなクラブポイント,西武
14,埼玉りそなクラブポイント,りそな銀行
15,埼玉りそなクラブポイント,関西みらい銀行
16,埼玉りそなクラブポイント,Ponta
17,埼玉りそなクラブポイント,近鉄電車
18,埼玉りそなクラブポイント,OSAKA PiTaPa
19,埼玉りそなクラブポイント,ビックカメラ
20,埼玉りそなクラブポイント,ベルメゾン
21,埼玉りそなクラブポイント,スターバックス カード
22,埼玉りそなクラブポイント,LINEポイント
0,MyVoice,PeX
1,MyVoice,Amazonギフト券
2,MyVoice,WebMoney
0,チャンスイット,現金（楽天銀行）
1,チャンスイット,現金（PayPay銀行）
2,チャンスイット,現金（住信SBIネット銀行）
3,チャンスイット,PeX
4,チャンスイット,ネットマイル
5,チャンスイット,Amazonギフト券
6,チャンスイット,Apple Gift Card
7,チャンスイット,.money
0,一休ポイント,None
0,Fastaskモニターポイント,PeX
0,サンクスポイント・プレゼント,楽天
1,サンクスポイント・プレゼント,JAL
2,サンクスポイント・プレゼント,コスモ石油
3,サンクスポイント・プレゼント,UCS
4,サンクスポイント・プレゼント,TS CUBIC CARD
5,サンクスポイント・プレゼント,UCカード（UCポイント）
6,サンクスポイント・プレゼント,JCBカード
7,サンクスポイント・プレゼント,MUFGカード
8,サンクスポイント・プレゼント,Tポイント
9,サンクスポイント・プレゼント,Ponta
10,サンクスポイント・プレゼント,WAONポイント
11,サンクスポイント・プレゼント,nanacoポイント
12,サンクスポイント・プレゼント,dポイント
13,サンクスポイント・プレゼント,μstarポイントサービス
14,サンクスポイント・プレゼント,中部電力
0,Doポイントクラブ,None
0,J-マイレージポイントプレゼント,DCカード
1,J-マイレージポイントプレゼント,JCBカード
2,J-マイレージポイントプレゼント,nanacoポイント
3,J-マイレージポイントプレゼント,WAONポイント
4,J-マイレージポイントプレゼント,dポイント
5,J-マイレージポイントプレゼント,Tポイント
6,J-マイレージポイントプレゼント,ANA
7,J-マイレージポイントプレゼント,μstarポイントサービス
8,J-マイレージポイントプレゼント,ヤマダ電機
9,J-マイレージポイントプレゼント,楽天
10,J-マイレージポイントプレゼント,中部薬品
11,J-マイレージポイントプレゼント,Ponta
12,J-マイレージポイントプレゼント,ユニコポイント
13,J-マイレージポイントプレゼント,中部電力
0,UCポイント（にこにこプレゼント）,dポイント
1,UCポイント（にこにこプレゼント）,auポイント
2,UCポイント（にこにこプレゼント）,JAL
3,UCポイント（にこにこプレゼント）,ANA
4,UCポイント（にこにこプレゼント）,大垣共立銀行
5,UCポイント（にこにこプレゼント）,Ponta
6,UCポイント（にこにこプレゼント）,nanacoポイント
7,UCポイント（にこにこプレゼント）,Apple Gift Card
8,UCポイント（にこにこプレゼント）,Amazonギフト券
0,池田泉州銀行,ANA
1,池田泉州銀行,ヨドバシカメラ
2,池田泉州銀行,楽天
3,池田泉州銀行,dポイント
4,池田泉州銀行,Sポイント
0,ヨシケイポイント,楽天
1,ヨシケイポイント,マイ・グリーンスタンプ
2,ヨシケイポイント,ヤマダ電機
0,関西みらいクラブポイント,セブンカード／アイワイカード
1,関西みらいクラブポイント,dポイント
2,関西みらいクラブポイント,Tポイント
3,関西みらいクラブポイント,上新電機
4,関西みらいクラブポイント,高島屋
5,関西みらいクラブポイント,JAL
6,関西みらいクラブポイント,ヨドバシカメラ
7,関西みらいクラブポイント,楽天
8,関西みらいクラブポイント,auポイント
9,関西みらいクラブポイント,OSAKA PiTaPa
10,関西みらいクラブポイント,WAONポイント
11,関西みらいクラブポイント,nanacoポイント
12,関西みらいクラブポイント,楽天Edy
13,関西みらいクラブポイント,ANA
14,関西みらいクラブポイント,りそな銀行
15,関西みらいクラブポイント,埼玉りそな銀行
16,関西みらいクラブポイント,Ponta
17,関西みらいクラブポイント,近鉄電車
18,関西みらいクラブポイント,ベルメゾン
19,関西みらいクラブポイント,スターバックス カード
20,関西みらいクラブポイント,LINEポイント
0,FXポイント,None
0,ビジネスエリートカード,現金（PayPay銀行）
1,ビジネスエリートカード,現金（楽天銀行）
2,ビジネスエリートカード,現金（住信SBIネット銀行）
3,ビジネスエリートカード,Gポイント
0,SoftBankマネー,ベルメゾン
1,SoftBankマネー,ヤマダ電機
0,ポイント・プレゼント,ANA
1,ポイント・プレゼント,dポイント
2,ポイント・プレゼント,ちょコムポイント
3,ポイント・プレゼント,Amazonギフト券
4,ポイント・プレゼント,nanaco
5,ポイント・プレゼント,JAL
6,ポイント・プレゼント,JRキューポ
7,ポイント・プレゼント,スターバックス カード
8,ポイント・プレゼント,Ponta
9,ポイント・プレゼント,楽天Edy
10,ポイント・プレゼント,Tポイント
0,フォートラベルポイントクラブ,JAL
1,フォートラベルポイントクラブ,楽天
2,フォートラベルポイントクラブ,デルタ航空
3,フォートラベルポイントクラブ,ANA
4,フォートラベルポイントクラブ,ANA SKYコイン
5,フォートラベルポイントクラブ,ユナイテッド航空
6,フォートラベルポイントクラブ,dポイント
0,ビーム,ANA
1,ビーム,ネットマイル
0,ToKoPo,PASMO
0,スギポイント,ANA
0,V・ドラッグポイント,None
0,東海東京ポイントサービス,TS CUBIC CARD
1,東海東京ポイントサービス,Amazonギフト券
2,東海東京ポイントサービス,UCS
0,POINT-BOX,None
0,Point＊cafe,None
0,E-NEXCOポイン,None
0,アパポイント,楽天Edy
0,じぶんポイント,Ponta
0,スカイパールクラブ,None
0,イースタンマイルズ,None
0,フェニックスマイル,None
0,カンタス・フリークエントフライヤーポイント,None
0,Miles ＆ More,None
0,スカイパス,None
0,プリンスポイント,None
0,コジマポイント,ビックカメラ
1,コジマポイント,ソフマップ
0,イーツアーポイント,Gポイント
1,イーツアーポイント,SBIポイント
2,イーツアーポイント,.money
0,ANAアメリカン・エキスプレス メンバーシップ・リワード,ANA
0,夢わくわくプレゼント,dポイント
1,夢わくわくプレゼント,auポイント
2,夢わくわくプレゼント,JAL
3,夢わくわくプレゼント,楽天
4,夢わくわくプレゼント,Amazonギフト券
5,夢わくわくプレゼント,nanacoポイント
6,夢わくわくプレゼント,Ponta
0,もらえるモール,楽天
1,もらえるモール,楽天Edy
0,Sポイント,関西電力
1,Sポイント,ANA
0,モッピー,JAL
1,モッピー,WAONポイント
2,モッピー,楽天Edy
3,モッピー,WebMoney
4,モッピー,nanaco
5,モッピー,現金（楽天銀行）
6,モッピー,Amazonギフト券
7,モッピー,Apple Gift Card
8,モッピー,PeX
9,モッピー,.money
10,モッピー,nanacoポイント
11,モッピー,Tポイント
12,モッピー,Gポイント
13,モッピー,楽天
14,モッピー,dポイント
15,モッピー,LINEポイント
16,モッピー,Ponta
0,サンルートクラブ,ANA
1,サンルートクラブ,JAL
2,サンルートクラブ,楽天Edy
0,Extreme Cardポイント,None
0,ECナビマイル,ECナビ
0,@SOHOポイント,楽天
0,icou！ポイント,楽天
1,icou！ポイント,ネットマイル
0,Reader’s Card,Gポイント
1,Reader’s Card,ANA
2,Reader’s Card,Amazonギフト券
0,BOOKFANポイント,RealPay（旧PointExchange）
1,BOOKFANポイント,PeX
0,スマポ,None
0,JRキューポ,SUGOCA
1,JRキューポ,ANA
2,JRキューポ,ビックカメラ
3,JRキューポ,JAL
4,JRキューポ,丸井
5,JRキューポ,Ponta
6,JRキューポ,Tポイント
7,JRキューポ,Gポイント
8,JRキューポ,クレディセゾン
0,SUGOCA,None
0,SUGOCAポイント,None
0,サークルプラス,SBIポイント
0,REXポイント,ANA
0,ベネポ,アウトレット・ポイント
1,ベネポ,楽天
2,ベネポ,リクルート
3,ベネポ,dポイント
4,ベネポ,nanacoポイント
5,ベネポ,WAONポイント
6,ベネポ,ANA SKYコイン
7,ベネポ,中部電力
8,ベネポ,スターバックス カード
9,ベネポ,クラブネッツ
0,国内線ドットコムポイント,None
0,Apple Gift Card,None
0,ANA SKYコイン,None
0,M2Jポイント,楽天
1,M2Jポイント,Amazonギフト券
2,M2Jポイント,.money
3,M2Jポイント,Apple Gift Card
0,ショッぷらっと,None
0,井筒屋ウィズカードポイント,スターフライヤー
0,スターフライヤー,井筒屋
0,おでかけポイント,ぐるなび
1,おでかけポイント,Apple Gift Card
2,おでかけポイント,東京メトロ
3,おでかけポイント,京王
4,おでかけポイント,nanacoポイント
0,QooPoポイント,None
0,クルーポイント,None
0,オリコポイント,ANA
1,オリコポイント,JAL
2,オリコポイント,dポイント
3,オリコポイント,auポイント
4,オリコポイント,Amazonギフト券
5,オリコポイント,Apple Gift Card
6,オリコポイント,ベルメゾン
7,オリコポイント,nanaco
8,オリコポイント,WAONポイント
9,オリコポイント,Ponta
0,FXTFポイント,None
0,ポイント,ANA
1,ポイント,JAL
0,ユニコ,None
0,ユニコポイント,ユニコ
0,ナイスナイスプレゼント,JAL
1,ナイスナイスプレゼント,Amazonギフト券
2,ナイスナイスプレゼント,楽天
0,e-honポイント,京王
0,ゴールデンサークルアワードポイント,エアチャイナ
1,ゴールデンサークルアワードポイント,エールフランス航空/KLMオランダ航空
2,ゴールデンサークルアワードポイント,ANA
3,ゴールデンサークルアワードポイント,アメリカン航空
4,ゴールデンサークルアワードポイント,キャセイパシフィック航空
5,ゴールデンサークルアワードポイント,中国東方航空
6,ゴールデンサークルアワードポイント,中国南方航空
7,ゴールデンサークルアワードポイント,デルタ航空
8,ゴールデンサークルアワードポイント,ルフトハンザ
9,ゴールデンサークルアワードポイント,シンガポール航空
10,ゴールデンサークルアワードポイント,タイ国際航空
11,ゴールデンサークルアワードポイント,ユナイテッド航空
12,ゴールデンサークルアワードポイント,ヴァージン アトランティック航空
13,ゴールデンサークルアワードポイント,ブリティッシュ・エアウェイズ
14,ゴールデンサークルアワードポイント,カタール航空
15,ゴールデンサークルアワードポイント,エティハド航空
0,おサイフくんQUICPay,PeX
0,au WALLETポイントプログラム,None
0,au WALLET,None
0,西鉄ホテルグループポイントメンバーズ,Gポイント
1,西鉄ホテルグループポイントメンバーズ,nimocaポイント
0,hearconポイント,None
0,MUJIショッピングポイント,None
0,LINEギフトコード,None
0,モニプラポイント,Amazonギフト券
1,モニプラポイント,LINEギフトコード
0,Vポイント（ANA VISA（マスター）カード）,ANA
1,Vポイント（ANA VISA（マスター）カード）,Tポイント
2,Vポイント（ANA VISA（マスター）カード）,楽天
3,Vポイント（ANA VISA（マスター）カード）,Gポイント
4,Vポイント（ANA VISA（マスター）カード）,dポイント
5,Vポイント（ANA VISA（マスター）カード）,楽天Edy
6,Vポイント（ANA VISA（マスター）カード）,ビックカメラ
7,Vポイント（ANA VISA（マスター）カード）,上新電機
8,Vポイント（ANA VISA（マスター）カード）,ベルメゾン
9,Vポイント（ANA VISA（マスター）カード）,PiTaPa
10,Vポイント（ANA VISA（マスター）カード）,ヨドバシカメラ
11,Vポイント（ANA VISA（マスター）カード）,iDバリュー
12,Vポイント（ANA VISA（マスター）カード）,カエトクカード
13,Vポイント（ANA VISA（マスター）カード）,WAONポイント
14,Vポイント（ANA VISA（マスター）カード）,nanacoポイント
15,Vポイント（ANA VISA（マスター）カード）,スターバックス カード
16,Vポイント（ANA VISA（マスター）カード）,Ponta
17,Vポイント（ANA VISA（マスター）カード）,タリーズカード
18,Vポイント（ANA VISA（マスター）カード）,PeX
19,Vポイント（ANA VISA（マスター）カード）,中部電力
20,Vポイント（ANA VISA（マスター）カード）,RealPay（旧PointExchange）
21,Vポイント（ANA VISA（マスター）カード）,ブリティッシュ・エアウェイズ
22,Vポイント（ANA VISA（マスター）カード）,エールフランス航空/KLMオランダ航空
23,Vポイント（ANA VISA（マスター）カード）,Amazonギフト券
24,Vポイント（ANA VISA（マスター）カード）,Apple Gift Card
0,Oki Dokiポイントプログラム（ANA JCBカード）,ANA
1,Oki Dokiポイントプログラム（ANA JCBカード）,dポイント
2,Oki Dokiポイントプログラム（ANA JCBカード）,auポイント
3,Oki Dokiポイントプログラム（ANA JCBカード）,上新電機
4,Oki Dokiポイントプログラム（ANA JCBカード）,楽天
5,Oki Dokiポイントプログラム（ANA JCBカード）,ビックカメラ
6,Oki Dokiポイントプログラム（ANA JCBカード）,ベルメゾン
7,Oki Dokiポイントプログラム（ANA JCBカード）,セシール
8,Oki Dokiポイントプログラム（ANA JCBカード）,nanacoポイント
9,Oki Dokiポイントプログラム（ANA JCBカード）,JTBトラベルポイント
10,Oki Dokiポイントプログラム（ANA JCBカード）,ちょコムポイント
11,Oki Dokiポイントプログラム（ANA JCBカード）,楽天Edy
12,Oki Dokiポイントプログラム（ANA JCBカード）,カエトクカード
13,Oki Dokiポイントプログラム（ANA JCBカード）,東京メトロ
14,Oki Dokiポイントプログラム（ANA JCBカード）,スターバックス カード
15,Oki Dokiポイントプログラム（ANA JCBカード）,ANA SKYコイン
16,Oki Dokiポイントプログラム（ANA JCBカード）,Ponta
17,Oki Dokiポイントプログラム（ANA JCBカード）,WAONポイント
0,TLCポイント,WAONポイント
1,TLCポイント,LuLuCaポイント
2,TLCポイント,.money
3,TLCポイント,三越伊勢丹
4,TLCポイント,honto
0,LuLuCaポイント,TLCポイント
0,Executive Club,None
0,CLUB Panasonicコイン,ANA
1,CLUB Panasonicコイン,Gポイント
2,CLUB Panasonicコイン,nanacoポイント
3,CLUB Panasonicコイン,JAL
4,CLUB Panasonicコイン,楽天Edy
5,CLUB Panasonicコイン,ネットマイル
6,CLUB Panasonicコイン,LINEポイント
7,CLUB Panasonicコイン,dポイント
0,エムアイカードポイント,JAL
1,エムアイカードポイント,ANA
2,エムアイカードポイント,JTBトラベルポイント
3,エムアイカードポイント,スターバックス カード
4,エムアイカードポイント,WAON POINT
0,プリビレッジクラブ,None
0,エティハドゲスト,None
0,タリーズカード,None
0,カテエネポイント,WAONポイント
1,カテエネポイント,ユニコポイント
2,カテエネポイント,nanacoポイント
3,カテエネポイント,LuLuCaポイント
4,カテエネポイント,dポイント
5,カテエネポイント,manaca
6,カテエネポイント,μstarポイントサービス
7,カテエネポイント,Tポイント
8,カテエネポイント,JAL
9,カテエネポイント,三井住友カード
