"","origin","exchange"
"654","CMポイント","クレディセゾン"
"655","CMポイント","Ponta"
"656","colleeeポイント（予想ネットポイント）","現金"
"657","colleeeポイント（予想ネットポイント）","現金"
"658","colleeeポイント（予想ネットポイント）","楽天Edy"
"659","colleeeポイント（予想ネットポイント）","コスモ石油"
"660","colleeeポイント（予想ネットポイント）","Amazonギフト券"
"661","colleeeポイント（予想ネットポイント）","WebMoney"
"662","colleeeポイント（予想ネットポイント）","PeX"
"663","colleeeポイント（予想ネットポイント）","セシール"
"664","colleeeポイント（予想ネットポイント）","ベルメゾン"
"665","colleeeポイント（予想ネットポイント）","Tポイント"
"666","colleeeポイント（予想ネットポイント）","現金"
"667","colleeeポイント（予想ネットポイント）","nanacoポイント"
"668","colleeeポイント（予想ネットポイント）","Apple Gift Card"
"669","colleeeポイント（予想ネットポイント）",".money"
"670","わくわくポイント","None"
"671","へそクリックポイント","None"
"672","Oki Dokiポイントプログラム（ANA JCBカード）","ANA"
"673","Oki Dokiポイントプログラム（ANA JCBカード）","dポイント"
"674","Oki Dokiポイントプログラム（ANA JCBカード）","auポイント"
"675","Oki Dokiポイントプログラム（ANA JCBカード）","上新電機"
"676","Oki Dokiポイントプログラム（ANA JCBカード）","楽天"
"677","Oki Dokiポイントプログラム（ANA JCBカード）","ビックカメラ"
"678","Oki Dokiポイントプログラム（ANA JCBカード）","ベルメゾン"
"679","Oki Dokiポイントプログラム（ANA JCBカード）","セシール"
"680","Oki Dokiポイントプログラム（ANA JCBカード）","nanacoポイント"
"681","Oki Dokiポイントプログラム（ANA JCBカード）","JTBトラベルポイント"
"682","Oki Dokiポイントプログラム（ANA JCBカード）","ちょコムポイント"
"683","Oki Dokiポイントプログラム（ANA JCBカード）","楽天Edy"
"684","Oki Dokiポイントプログラム（ANA JCBカード）","カエトクカード"
"685","Oki Dokiポイントプログラム（ANA JCBカード）","東京メトロ"
"686","Oki Dokiポイントプログラム（ANA JCBカード）","スターバックス カード"
"687","Oki Dokiポイントプログラム（ANA JCBカード）","ANA SKYコイン"
"688","Oki Dokiポイントプログラム（ANA JCBカード）","Ponta"
"689","Oki Dokiポイントプログラム（ANA JCBカード）","WAONポイント"
"690","Vポイント（ANA VISA（マスター）カード）","ANA"
"691","Vポイント（ANA VISA（マスター）カード）","Tポイント"
"692","Vポイント（ANA VISA（マスター）カード）","楽天"
"693","Vポイント（ANA VISA（マスター）カード）","Gポイント"
"694","Vポイント（ANA VISA（マスター）カード）","dポイント"
"695","Vポイント（ANA VISA（マスター）カード）","楽天Edy"
"696","Vポイント（ANA VISA（マスター）カード）","ビックカメラ"
"697","Vポイント（ANA VISA（マスター）カード）","上新電機"
"698","Vポイント（ANA VISA（マスター）カード）","ベルメゾン"
"699","Vポイント（ANA VISA（マスター）カード）","PiTaPa"
"700","Vポイント（ANA VISA（マスター）カード）","ヨドバシカメラ"
"701","Vポイント（ANA VISA（マスター）カード）","iDバリュー"
"702","Vポイント（ANA VISA（マスター）カード）","カエトクカード"
"703","Vポイント（ANA VISA（マスター）カード）","WAONポイント"
"704","Vポイント（ANA VISA（マスター）カード）","nanacoポイント"
"705","Vポイント（ANA VISA（マスター）カード）","スターバックス カード"
"706","Vポイント（ANA VISA（マスター）カード）","Ponta"
"707","Vポイント（ANA VISA（マスター）カード）","タリーズカード"
"708","Vポイント（ANA VISA（マスター）カード）","PeX"
"709","Vポイント（ANA VISA（マスター）カード）","中部電力"
"710","Vポイント（ANA VISA（マスター）カード）","RealPay（旧PointExchange）"
"711","Vポイント（ANA VISA（マスター）カード）","ブリティッシュ・エアウェイズ"
"712","Vポイント（ANA VISA（マスター）カード）","エールフランス航空/KLMオランダ航空"
"713","Vポイント（ANA VISA（マスター）カード）","Amazonギフト券"
"714","Vポイント（ANA VISA（マスター）カード）","Apple Gift Card"
"715","ECナビポイント","PeX"
"716","ECナビポイント","Apple Gift Card"
"717","ECナビポイント","Amazonギフト券"
"718","ポケット・ポイント","JAL"
"719","ポケット・ポイント","Gポイント"
"720","ポケット・ポイント","dポイント"
"721","ポケット・ポイント","現金"
"722","ポケット・ポイント","現金"
"723","ポケット・ポイント","ベルメゾン"
"724","ポケット・ポイント","auポイント"
"725","ポケット・ポイント","Tポイント"
"726","ポケット・ポイント","Ponta"
"727","ポイントオン","None"
"728","リアルワールド（旧ライフマイル）","楽天"
"729","リアルワールド（旧ライフマイル）","PeX"
"730","リアルワールド（旧ライフマイル）","ANA"
"731","リアルワールド（旧ライフマイル）","RealPay（旧PointExchange）"
"732","リアルワールド（旧ライフマイル）",".money"
"733","Uポイントプラスプログラム","JAL"
"734","Uポイントプラスプログラム","ユニコ"
"735","グリーンスタンプギフト券","JAL"
"736","グリーンスタンプギフト券","楽天Edy"
"737","グリーンスタンプギフト券","マイ・グリーンスタンプ"
"738","グリーンスタンプギフト券","WebMoney"
"739","グリーンスタンプギフト券","Gポイント"
"740","グリーンスタンプギフト券","PiTaPa"
"741","グリーンスタンプギフト券","Amazonギフト券"
"742","グリーンスタンプギフト券","Apple Gift Card"
"743","ソフマップポイント","ビックカメラ"
"744","ブルーチップギフト券","ANA"
"745","ブルーチップギフト券","楽天"
"746","ブルーチップギフト券","Tポイント"
"747","ブルーチップギフト券","Amazonギフト券"
"748","ブルーチップギフト券","Apple Gift Card"
"749","livedoorポイント","None"
"750","ビッダーズポイント","None"
"751","ソフトバンクポイントプログラム","None"
"752","ショッピングサーチ.jpポイント","None"
"753","ワラウポイント","現金"
"754","ワラウポイント","楽天Edy"
"755","ワラウポイント","現金"
"756","ワラウポイント","WebMoney"
"757","ワラウポイント","PeX"
"758","ワラウポイント","nanaco"
"759","ワラウポイント","RealPay（旧PointExchange）"
"760","ワラウポイント","現金"
"761","ワラウポイント","Amazonギフト券"
"762","ワラウポイント","Apple Gift Card"
"763","ワラウポイント","Tポイント"
"764","ワラウポイント",".money"
"765","ワラウポイント","dポイント"
"766","WebMoney","None"
"767","小田急ポイントカード","JAL"
"768","ICOCA","None"
"769","J-WESTポイント","ICOCA"
"770","京王グループ共通ポイント","None"
"771","えきねっとポイント","ビューカード"
"772","えきねっとポイント","Suica"
"773","えきねっとポイント","Suicaポイント"
"774","エポスポイント","ANA"
"775","エポスポイント","dポイント"
"776","エポスポイント","auポイント"
"777","エポスポイント","ノジマ"
"778","エポスポイント","ANA SKYコイン"
"779","エポスポイント","Apple Gift Card"
"780","エポスポイント","JAL"
"781","エポスポイント","スターバックス カード"
"782","エポスポイント","Ponta"
"783","エポスポイント","JRキューポ"
"784","タイムズポイント","JAL"
"785","タイムズポイント","OSAKA PiTaPa"
"786","タイムズポイント","J-WESTカード"
"787","デポ・マイレージ","JAL"
"788","PASMO","None"
"789","メトロポイント","PASMO"
"790","メトロポイント","ANA"
"791","メトロポイント","楽天"
"792","メトロポイント","nanacoポイント"
"793","クレジット積立","None"
"794","ポイントプラス","JAL"
"795","ポイントプラス","auポイント"
"796","ポイントプラス","Suica"
"797","ポイントプラス","ANA"
"798","ポイントプラス","Ponta"
"799","The Cheque","None"
"800","リーフポイントプレゼント","None"
"801","PeX","楽天Edy"
"802","PeX","WebMoney"
"803","PeX","現金"
"804","PeX","現金"
"805","PeX","セシール"
"806","PeX","Amazonギフト券"
"807","PeX","ANA"
"808","PeX","ベルメゾン"
"809","PeX","WAONポイント"
"810","PeX","ヤマダ電機"
"811","PeX","現金"
"812","PeX","nimocaポイント"
"813","PeX","ちょコムポイント"
"814","PeX","JAL"
"815","PeX","nanacoポイント"
"816","PeX","ANA SKYコイン"
"817","PeX","Tポイント"
"818","PeX","リクルート"
"819","PeX","スターフライヤー"
"820","PeX","BitCash"
"821","PeX","LINEポイント"
"822","PeX","三井住友カード"
"823","PeX","ANA VISA（マスター）カード（ボーナス）"
"824","PeX","Ponta"
"825","PeX","楽天"
"826","PeX","dポイント"
"827","空丸ポイント","None"
"828","nanaco","None"
"829","nanacoポイント","nanaco"
"830","nanacoポイント","ANA"
"831","nanacoポイント","ANA SKYコイン"
"832","WAON","None"
"833","電子マネーWAONポイント","WAON"
"834","Suicaポイント","Suica"
"835","KIPSポイント","JAL"
"836","AOYAMAポイント","J-WESTカード"
"837","AOYAMAポイント","PiTaPa"
"838","ちょコムeマネー","Amazonギフト券"
"839","ちょコムeマネー","WebMoney"
"840","ちょコムeマネー","nanaco"
"841","ちょコムeマネー","楽天Edy"
"842","ちょコムeマネー","NET CASH"
"843","ちょコムeマネー","BitCash"
"844","Amazonポイント","None"
"845","TEPOREポイント","None"
"846","ちょコムポイント","JAL"
"847","ちょコムポイント","ちょコムeマネー"
"848","ちょコムポイント","WAONポイント"
"849","ちょコムポイント","PeX"
"850","JPバンクカードポイント","ANA"
"851","JPバンクカードポイント","auポイント"
"852","JPバンクカードポイント","楽天Edy"
"853","JPバンクカードポイント","Tポイント"
"854","JPバンクカードポイント","dポイント"
"855","JPバンクカードポイント","PiTaPa"
"856","JPバンクカードポイント","ビックカメラ"
"857","JPバンクカードポイント","楽天"
"858","JPバンクカードポイント","Ponta"
"859","ポイントモンキー","現金"
"860","ポイントモンキー","現金"
"861","ポイントモンキー","楽天Edy"
"862","ポイントモンキー","PeX"
"863","ポイントモンキー","WebMoney"
"864","ポイントモンキー","nanaco"
"865","ポイントモンキー","RealPay（旧PointExchange）"
"866","ポイントモンキー","Amazonギフト券"
"867","ポイントモンキー","Apple Gift Card"
"868","ダイエーハートポイント","None"
"869","ショッピングポイント","None"
"870","SBIポイント","現金"
"871","SBIポイント","現金"
"872","SBIポイント","PeX"
"873","SBIポイント","ANA"
"874","SBIポイント","JAL"
"875","SBIポイント","現金"
"876","SBIポイント","nanacoポイント"
"877","SBIポイント","Tポイント"
"878","京成グループポイント","PASMO"
"879","京成グループポイント","楽天"
"880","京成グループポイント","ANA"
"881","HMVメンバーズ ポイント","None"
"882","グローバルポイント","JAL"
"883","グローバルポイント","ユナイテッド航空"
"884","グローバルポイント","楽天"
"885","グローバルポイント","ビックカメラ"
"886","グローバルポイント","ベルメゾン"
"887","グローバルポイント","dポイント"
"888","グローバルポイント","auポイント"
"889","グローバルポイント","シンガポール航空"
"890","グローバルポイント","大韓航空"
"891","グローバルポイント","大垣共立銀行"
"892","グローバルポイント","Tポイント"
"893","グローバルポイント","Amazonギフト券"
"894","グローバルポイント","Apple Gift Card"
"895","グローバルポイント","nanacoポイント"
"896","グローバルポイント","Ponta"
"897","グローバルポイント","WAONポイント"
"898","漢方スタイルクラブポイント","ANA"
"899","ドリームポイント","現金"
"900","ドリームポイント","Amazonギフト券"
"901","ドリームポイント","ポイントタウン"
"902","ドリームポイント",".money"
"903","OSAKA PiTaPaポイント","PiTaPa"
"904","ポイントプログラム","JAL"
"905","ポイントプログラム","Tポイント"
"906","ポイントプログラム","ANA"
"907","カエトクカード","None"
"908","お財布コイン","None"
"909","キューモニター","現金"
"910","キューモニター","現金"
"911","キューモニター","楽天"
"912","キューモニター","Gポイント"
"913","キューモニター","PeX"
"914","キューモニター","Amazonギフト券"
"915","キューモニター","Tポイント"
"916","キューモニター","nanacoポイント"
"917","キューモニター","Apple Gift Card"
"918","キューモニター","dポイント"
"919","フレッツ光メンバーズクラブ","Apple Gift Card"
"920","ハピタス","PeX"
"921","ハピタス","ネットマイル"
"922","ハピタス","楽天Edy"
"923","ハピタス","nanaco"
"924","ハピタス","ちょコムポイント"
"925","ハピタス","Amazonギフト券"
"926","ハピタス","WebMoney"
"927","ハピタス","現金"
"928","ハピタス","現金"
"929","ハピタス","現金"
"930","ハピタス","Apple Gift Card"
"931","ハピタス","BitCash"
"932","ハピタス",".money"
"933","ハピタス","楽天"
"934","ハピタス","Gポイント"
"935","ハピタス","dポイント"
"936","ハピタス","JAL"
"937","ハピタス","Tポイント"
"938","RealPay（旧PointExchange）","現金"
"939","RealPay（旧PointExchange）","現金"
"940","RealPay（旧PointExchange）","ベルメゾン"
"941","RealPay（旧PointExchange）","nanaco"
"942","RealPay（旧PointExchange）","ちょコムポイント"
"943","RealPay（旧PointExchange）","楽天Edy"
"944","RealPay（旧PointExchange）","WebMoney"
"945","RealPay（旧PointExchange）","Amazonギフト券"
"946","RealPay（旧PointExchange）","現金"
"947","RealPay（旧PointExchange）","Apple Gift Card"
"948","RealPay（旧PointExchange）","Tポイント"
"949","RealPay（旧PointExchange）","BitCash"
"950","RealPay（旧PointExchange）","三井住友カード"
"951","RealPay（旧PointExchange）","ANA VISA（マスター）カード（ボーナス）"
"952","RealPay（旧PointExchange）","LINEポイント"
"953","げん玉","RealPay（旧PointExchange）"
"954","げん玉","JAL"
"955","げん玉","PeX"
"956","現金","None"
"957","アップルポイント","ANA"
"958","アップルポイント","ネットマイル"
"959","アップルポイント","JAL"
"960","アップルポイント","楽天"
"961","アップルポイント","Tポイント"
"962","アップルポイント","Apple Gift Card"
"963","TRUST CLUB リワードポイント","Amazonギフト券"
"964","TRUST CLUB リワードポイント","楽天"
"965","TRUST CLUB リワードポイント","スターバックス カード"
"966","TRUST CLUB リワードポイント","WebMoney"
"967","TRUST CLUB リワードポイント","Apple Gift Card"
"968","TRUST CLUB リワードポイント","Tポイント"
"969","nimoca","None"
"970","nimocaポイント","nimoca"
"971","nimocaポイント","JAL"
"972","manaca","None"
"973","μstarポイントサービス","manaca"
"974","μstarポイントサービス","ANA"
"975","コナカポイント","None"
"976","CNポイント","dポイント"
"977","CNポイント","Tポイント"
"978","CNポイント","nanacoポイント"
"979","CNポイント","楽天"
"980","CNポイント","ヤマダ電機"
"981","CNポイント","WAONポイント"
"982","CNポイント","JAL"
"983","CNポイント",".money"
"984","CNポイント","Amazonギフト券"
"985","CNポイント","Apple Gift Card"
"986","CNポイント","NET CASH"
"987","ポイントタウン","WAONポイント"
"988","ポイントタウン","WebMoney"
"989","ポイントタウン","PeX"
"990","ポイントタウン","nanaco"
"991","ポイントタウン","Amazonギフト券"
"992","ポイントタウン","GMOポイント"
"993","ポイントタウン","楽天Edy"
"994","ポイントタウン","Apple Gift Card"
"995","ポイントタウン","現金"
"996","ポイントタウン","Tポイント"
"997","ポイントタウン","現金"
"998","ポイントタウン","ANA"
"999","ポイントタウン","現金"
"1000","ポイントタウン","JAL"
"1001","ポイントタウン","LINEポイント"
"1002","ポイントタウン","楽天"
"1003","ポイントタウン","リクルート"
"1004","ポイントタウン","Ponta"
"1005","ポイントタウン",".money"
"1006","GMOポイント","None"
"1007","iDバリュー","None"
"1008","Switch!ポイント","None"
"1009","ポトラ","ベルメゾン"
"1010","ポトラ","ちょコムポイント"
"1011","ポトラ","Tポイント"
"1012","ポトラ","現金"
"1013","ポトラ","現金"
"1014","ポトラ","現金"
"1015","ポトラ","Amazonギフト券"
"1016","ポトラ","dポイント"
"1017","ポトラ","nanaco"
"1018","ポトラ","Apple Gift Card"
"1019","ミレニアム／クラブ・オンポイント","nanacoポイント"
"1020","ALL - Accor Live Limitless","キャセイパシフィック航空"
"1021","ALL - Accor Live Limitless","デルタ航空"
"1022","ALL - Accor Live Limitless","シンガポール航空"
"1023","ALL - Accor Live Limitless","タイ国際航空"
"1024","ALL - Accor Live Limitless","エールフランス航空/KLMオランダ航空"
"1025","ALL - Accor Live Limitless","エアチャイナ"
"1026","ALL - Accor Live Limitless","中国東方航空"
"1027","ALL - Accor Live Limitless","中国南方航空"
"1028","ALL - Accor Live Limitless","ルフトハンザ"
"1029","ALL - Accor Live Limitless","カンタス航空"
"1030","ALL - Accor Live Limitless","ブリティッシュ・エアウェイズ"
"1031","ALL - Accor Live Limitless","エティハド航空"
"1032","ALL - Accor Live Limitless","JAL"
"1033","ベストウェスタン リワードポイント","アシアナ航空"
"1034","ベストウェスタン リワードポイント","アメリカン航空"
"1035","ベストウェスタン リワードポイント","デルタ航空"
"1036","GetMoney!","現金"
"1037","GetMoney!","現金"
"1038","GetMoney!","PeX"
"1039","GetMoney!","ネットマイル"
"1040","GetMoney!","現金"
"1041","GetMoney!","Amazonギフト券"
"1042","GetMoney!","Apple Gift Card"
"1043","GetMoney!",".money"
"1044","GetMoney!","Gポイント"
"1045","マリオット リワード","デルタ航空"
"1046","マリオット リワード","ユナイテッド航空"
"1047","マリオット リワード","ヴァージン アトランティック航空"
"1048","マリオット リワード","ANA"
"1049","マリオット リワード","キャセイパシフィック航空"
"1050","マリオット リワード","JAL"
"1051","マリオット リワード","シンガポール航空"
"1052","マリオット リワード","エールフランス航空/KLMオランダ航空"
"1053","マリオット リワード","エアチャイナ"
"1054","マリオット リワード","カンタス航空"
"1055","マリオット リワード","ルフトハンザ"
"1056","マリオット リワード","ブリティッシュ・エアウェイズ"
"1057","マリオット リワード","カタール航空"
"1058","マリオット リワード","エティハド航空"
"1059","マリオット リワード","エミレーツ航空"
"1060","マリオット リワード","スターウッド"
"1061","フライング・ブルー","None"
"1062","埼玉りそなクラブポイント","セブンカード／アイワイカード"
"1063","埼玉りそなクラブポイント","dポイント"
"1064","埼玉りそなクラブポイント","Tポイント"
"1065","埼玉りそなクラブポイント","上新電機"
"1066","埼玉りそなクラブポイント","高島屋"
"1067","埼玉りそなクラブポイント","JAL"
"1068","埼玉りそなクラブポイント","ヨドバシカメラ"
"1069","埼玉りそなクラブポイント","楽天"
"1070","埼玉りそなクラブポイント","auポイント"
"1071","埼玉りそなクラブポイント","WAONポイント"
"1072","埼玉りそなクラブポイント","nanacoポイント"
"1073","埼玉りそなクラブポイント","楽天Edy"
"1074","埼玉りそなクラブポイント","ANA"
"1075","埼玉りそなクラブポイント","西武"
"1076","埼玉りそなクラブポイント","りそな銀行"
"1077","埼玉りそなクラブポイント","関西みらい銀行"
"1078","埼玉りそなクラブポイント","Ponta"
"1079","埼玉りそなクラブポイント","近鉄電車"
"1080","埼玉りそなクラブポイント","OSAKA PiTaPa"
"1081","埼玉りそなクラブポイント","ビックカメラ"
"1082","埼玉りそなクラブポイント","ベルメゾン"
"1083","埼玉りそなクラブポイント","スターバックス カード"
"1084","埼玉りそなクラブポイント","LINEポイント"
"1085","MyVoice","PeX"
"1086","MyVoice","Amazonギフト券"
"1087","MyVoice","WebMoney"
"1088","チャンスイット","現金"
"1089","チャンスイット","現金"
"1090","チャンスイット","現金"
"1091","チャンスイット","PeX"
"1092","チャンスイット","ネットマイル"
"1093","チャンスイット","Amazonギフト券"
"1094","チャンスイット","Apple Gift Card"
"1095","チャンスイット",".money"
"1096","一休ポイント","None"
"1097","Fastaskモニターポイント","PeX"
"1098","サンクスポイント・プレゼント","楽天"
"1099","サンクスポイント・プレゼント","JAL"
"1100","サンクスポイント・プレゼント","コスモ石油"
"1101","サンクスポイント・プレゼント","UCS"
"1102","サンクスポイント・プレゼント","TS CUBIC CARD"
"1103","サンクスポイント・プレゼント","UCカード（UCポイント）"
"1104","サンクスポイント・プレゼント","JCBカード"
"1105","サンクスポイント・プレゼント","MUFGカード"
"1106","サンクスポイント・プレゼント","Tポイント"
"1107","サンクスポイント・プレゼント","Ponta"
"1108","サンクスポイント・プレゼント","WAONポイント"
"1109","サンクスポイント・プレゼント","nanacoポイント"
"1110","サンクスポイント・プレゼント","dポイント"
"1111","サンクスポイント・プレゼント","μstarポイントサービス"
"1112","サンクスポイント・プレゼント","中部電力"
"1113","Doポイントクラブ","None"
"1114","J-マイレージポイントプレゼント","DCカード"
"1115","J-マイレージポイントプレゼント","JCBカード"
"1116","J-マイレージポイントプレゼント","nanacoポイント"
"1117","J-マイレージポイントプレゼント","WAONポイント"
"1118","J-マイレージポイントプレゼント","dポイント"
"1119","J-マイレージポイントプレゼント","Tポイント"
"1120","J-マイレージポイントプレゼント","ANA"
"1121","J-マイレージポイントプレゼント","μstarポイントサービス"
"1122","J-マイレージポイントプレゼント","ヤマダ電機"
"1123","J-マイレージポイントプレゼント","楽天"
"1124","J-マイレージポイントプレゼント","中部薬品"
"1125","J-マイレージポイントプレゼント","Ponta"
"1126","J-マイレージポイントプレゼント","ユニコポイント"
"1127","J-マイレージポイントプレゼント","中部電力"
"1128","UCポイント（にこにこプレゼント）","dポイント"
"1129","UCポイント（にこにこプレゼント）","auポイント"
"1130","UCポイント（にこにこプレゼント）","JAL"
"1131","UCポイント（にこにこプレゼント）","ANA"
"1132","UCポイント（にこにこプレゼント）","大垣共立銀行"
"1133","UCポイント（にこにこプレゼント）","Ponta"
"1134","UCポイント（にこにこプレゼント）","nanacoポイント"
"1135","UCポイント（にこにこプレゼント）","Apple Gift Card"
"1136","UCポイント（にこにこプレゼント）","Amazonギフト券"
"1137","池田泉州銀行","ANA"
"1138","池田泉州銀行","ヨドバシカメラ"
"1139","池田泉州銀行","楽天"
"1140","池田泉州銀行","dポイント"
"1141","池田泉州銀行","Sポイント"
"1142","ヨシケイポイント","楽天"
"1143","ヨシケイポイント","マイ・グリーンスタンプ"
"1144","ヨシケイポイント","ヤマダ電機"
"1145","関西みらいクラブポイント","セブンカード／アイワイカード"
"1146","関西みらいクラブポイント","dポイント"
"1147","関西みらいクラブポイント","Tポイント"
"1148","関西みらいクラブポイント","上新電機"
"1149","関西みらいクラブポイント","高島屋"
"1150","関西みらいクラブポイント","JAL"
"1151","関西みらいクラブポイント","ヨドバシカメラ"
"1152","関西みらいクラブポイント","楽天"
"1153","関西みらいクラブポイント","auポイント"
"1154","関西みらいクラブポイント","OSAKA PiTaPa"
"1155","関西みらいクラブポイント","WAONポイント"
"1156","関西みらいクラブポイント","nanacoポイント"
"1157","関西みらいクラブポイント","楽天Edy"
"1158","関西みらいクラブポイント","ANA"
"1159","関西みらいクラブポイント","りそな銀行"
"1160","関西みらいクラブポイント","埼玉りそな銀行"
"1161","関西みらいクラブポイント","Ponta"
"1162","関西みらいクラブポイント","近鉄電車"
"1163","関西みらいクラブポイント","ベルメゾン"
"1164","関西みらいクラブポイント","スターバックス カード"
"1165","関西みらいクラブポイント","LINEポイント"
"1166","FXポイント","None"
"1167","ビジネスエリートカード","現金"
"1168","ビジネスエリートカード","現金"
"1169","ビジネスエリートカード","現金"
"1170","ビジネスエリートカード","Gポイント"
"1171","SoftBankマネー","ベルメゾン"
"1172","SoftBankマネー","ヤマダ電機"
"1173","ポイント・プレゼント","ANA"
"1174","ポイント・プレゼント","dポイント"
"1175","ポイント・プレゼント","ちょコムポイント"
"1176","ポイント・プレゼント","Amazonギフト券"
"1177","ポイント・プレゼント","nanaco"
"1178","ポイント・プレゼント","JAL"
"1179","ポイント・プレゼント","JRキューポ"
"1180","ポイント・プレゼント","スターバックス カード"
"1181","ポイント・プレゼント","Ponta"
"1182","ポイント・プレゼント","楽天Edy"
"1183","ポイント・プレゼント","Tポイント"
"1184","フォートラベルポイントクラブ","JAL"
"1185","フォートラベルポイントクラブ","楽天"
"1186","フォートラベルポイントクラブ","デルタ航空"
"1187","フォートラベルポイントクラブ","ANA"
"1188","フォートラベルポイントクラブ","ANA SKYコイン"
"1189","フォートラベルポイントクラブ","ユナイテッド航空"
"1190","フォートラベルポイントクラブ","dポイント"
"1191","ビーム","ANA"
"1192","ビーム","ネットマイル"
"1193","ToKoPo","PASMO"
"1194","スギポイント","ANA"
"1195","V・ドラッグポイント","None"
"1196","東海東京ポイントサービス","TS CUBIC CARD"
"1197","東海東京ポイントサービス","Amazonギフト券"
"1198","東海東京ポイントサービス","UCS"
"1199","POINT-BOX","None"
"1200","Point＊cafe","None"
"1201","E-NEXCOポイン","None"
"1202","アパポイント","楽天Edy"
"1203","じぶんポイント","Ponta"
"1204","スカイパールクラブ","None"
"1205","イースタンマイルズ","None"
"1206","フェニックスマイル","None"
"1207","カンタス・フリークエントフライヤーポイント","None"
"1208","Miles ＆ More","None"
"1209","スカイパス","None"
"1210","プリンスポイント","None"
"1211","コジマポイント","ビックカメラ"
"1212","コジマポイント","ソフマップ"
"1213","イーツアーポイント","Gポイント"
"1214","イーツアーポイント","SBIポイント"
"1215","イーツアーポイント",".money"
"1216","ANAアメリカン・エキスプレス メンバーシップ・リワード","ANA"
"1217","夢わくわくプレゼント","dポイント"
"1218","夢わくわくプレゼント","auポイント"
"1219","夢わくわくプレゼント","JAL"
"1220","夢わくわくプレゼント","楽天"
"1221","夢わくわくプレゼント","Amazonギフト券"
"1222","夢わくわくプレゼント","nanacoポイント"
"1223","夢わくわくプレゼント","Ponta"
"1224","もらえるモール","楽天"
"1225","もらえるモール","楽天Edy"
"1226","Sポイント","関西電力"
"1227","Sポイント","ANA"
"1228","モッピー","JAL"
"1229","モッピー","WAONポイント"
"1230","モッピー","楽天Edy"
"1231","モッピー","WebMoney"
"1232","モッピー","nanaco"
"1233","モッピー","現金"
"1234","モッピー","Amazonギフト券"
"1235","モッピー","Apple Gift Card"
"1236","モッピー","PeX"
"1237","モッピー",".money"
"1238","モッピー","nanacoポイント"
"1239","モッピー","Tポイント"
"1240","モッピー","Gポイント"
"1241","モッピー","楽天"
"1242","モッピー","dポイント"
"1243","モッピー","LINEポイント"
"1244","モッピー","Ponta"
"1245","サンルートクラブ","ANA"
"1246","サンルートクラブ","JAL"
"1247","サンルートクラブ","楽天Edy"
"1248","Extreme Cardポイント","None"
"1249","ECナビマイル","ECナビ"
"1250","@SOHOポイント","楽天"
"1251","icou！ポイント","楽天"
"1252","icou！ポイント","ネットマイル"
"1253","Reader’s Card","Gポイント"
"1254","Reader’s Card","ANA"
"1255","Reader’s Card","Amazonギフト券"
"1256","BOOKFANポイント","RealPay（旧PointExchange）"
"1257","BOOKFANポイント","PeX"
"1258","スマポ","None"
"1259","JRキューポ","SUGOCA"
"1260","JRキューポ","ANA"
"1261","JRキューポ","ビックカメラ"
"1262","JRキューポ","JAL"
"1263","JRキューポ","丸井"
"1264","JRキューポ","Ponta"
"1265","JRキューポ","Tポイント"
"1266","JRキューポ","Gポイント"
"1267","JRキューポ","クレディセゾン"
"1268","SUGOCA","None"
"1269","SUGOCAポイント","None"
"1270","サークルプラス","SBIポイント"
"1271","REXポイント","ANA"
"1272","ベネポ","アウトレット・ポイント"
"1273","ベネポ","楽天"
"1274","ベネポ","リクルート"
"1275","ベネポ","dポイント"
"1276","ベネポ","nanacoポイント"
"1277","ベネポ","WAONポイント"
"1278","ベネポ","ANA SKYコイン"
"1279","ベネポ","中部電力"
"1280","ベネポ","スターバックス カード"
"1281","ベネポ","クラブネッツ"
"1282","国内線ドットコムポイント","None"
"1283","Apple Gift Card","None"
"1284","ANA SKYコイン","None"
"1285","M2Jポイント","楽天"
"1286","M2Jポイント","Amazonギフト券"
"1287","M2Jポイント",".money"
"1288","M2Jポイント","Apple Gift Card"
"1289","ショッぷらっと","None"
"1290","井筒屋ウィズカードポイント","スターフライヤー"
"1291","スターフライヤー","井筒屋"
"1292","おでかけポイント","ぐるなび"
"1293","おでかけポイント","Apple Gift Card"
"1294","おでかけポイント","東京メトロ"
"1295","おでかけポイント","京王"
"1296","おでかけポイント","nanacoポイント"
"1297","QooPoポイント","None"
"1298","クルーポイント","None"
"1299","オリコポイント","ANA"
"1300","オリコポイント","JAL"
"1301","オリコポイント","dポイント"
"1302","オリコポイント","auポイント"
"1303","オリコポイント","Amazonギフト券"
"1304","オリコポイント","Apple Gift Card"
"1305","オリコポイント","ベルメゾン"
"1306","オリコポイント","nanaco"
"1307","オリコポイント","WAONポイント"
"1308","オリコポイント","Ponta"
"1309","FXTFポイント","None"
"1310","ポイント","ANA"
"1311","ポイント","JAL"
"1312","ユニコ","None"
"1313","ユニコポイント","ユニコ"
"1314","ナイスナイスプレゼント","JAL"
"1315","ナイスナイスプレゼント","Amazonギフト券"
"1316","ナイスナイスプレゼント","楽天"
"1317","e-honポイント","京王"
"1318","ゴールデンサークルアワードポイント","エアチャイナ"
"1319","ゴールデンサークルアワードポイント","エールフランス航空/KLMオランダ航空"
"1320","ゴールデンサークルアワードポイント","ANA"
"1321","ゴールデンサークルアワードポイント","アメリカン航空"
